PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,NumFam,C,Q,S,Age_nul
792,0,2,0,16.0,0,0,20,26.0,0,0,0,0,1,0
793,0,3,1,29.69911764705882,8,2,148,69.55,0,10,0,0,1,1
794,0,1,0,29.69911764705882,0,0,619,30.6958,0,0,1,0,0,1
795,0,3,0,25.0,0,0,620,7.8958,0,0,0,0,1,0
796,0,2,0,39.0,0,0,621,13.0,0,0,0,0,1,0
797,1,1,1,49.0,0,0,622,25.9292,136,0,0,0,1,0
798,1,3,1,31.0,0,0,623,8.6833,0,0,0,0,1,0
799,0,3,0,30.0,0,0,624,7.2292,0,0,1,0,0,0
800,0,3,1,30.0,1,1,357,24.15,0,2,0,0,1,0
801,0,2,0,34.0,0,0,567,13.0,0,0,0,0,1,0
802,1,2,1,31.0,1,1,212,26.25,0,2,0,0,1,0
803,1,1,0,11.0,1,2,334,120.0,73,3,0,0,1,0
804,1,3,0,0.42,0,1,625,8.5167,0,1,1,0,0,0
805,1,3,0,27.0,0,0,626,6.975,0,0,0,0,1,0
806,0,3,0,31.0,0,0,627,7.775,0,0,0,0,1,0
807,0,1,0,39.0,0,0,628,0.0,137,0,0,0,1,0
808,0,3,1,18.0,0,0,629,7.775,0,0,0,0,1,0
809,0,2,0,39.0,0,0,630,13.0,0,0,0,0,1,0
810,1,1,1,33.0,1,0,575,53.1,124,1,0,0,1,0
811,0,3,0,26.0,0,0,631,7.8875,0,0,0,0,1,0
812,0,3,0,39.0,0,0,467,24.15,0,0,0,0,1,0
813,0,2,0,35.0,0,0,632,10.5,0,0,0,0,1,0
814,0,3,1,6.0,4,2,13,31.275,0,6,0,0,1,0
815,0,3,0,30.5,0,0,633,8.05,0,0,0,0,1,0
816,0,1,0,29.69911764705882,0,0,634,0.0,138,0,0,0,1,1
817,0,3,1,23.0,0,0,635,7.925,0,0,0,0,1,0
818,0,2,0,31.0,1,1,636,37.0042,0,2,1,0,0,0
819,0,3,0,43.0,0,0,637,6.45,0,0,0,0,1,0
820,0,3,0,10.0,3,2,62,27.9,0,5,0,0,1,0
821,1,1,1,52.0,1,1,435,93.5,139,2,0,0,1,0
822,1,3,0,27.0,0,0,638,8.6625,0,0,0,0,1,0
823,0,1,0,38.0,0,0,639,0.0,0,0,0,0,1,0
824,1,3,1,27.0,0,1,592,12.475,129,1,0,0,1,0
825,0,3,0,2.0,4,1,49,39.6875,0,5,0,0,1,0
826,0,3,0,29.69911764705882,0,0,640,6.95,0,0,0,1,0,1
827,0,3,0,29.69911764705882,0,0,72,56.4958,0,0,0,0,1,1
828,1,2,0,1.0,0,2,636,37.0042,0,2,1,0,0,0
829,1,3,0,29.69911764705882,0,0,641,7.75,0,0,0,1,0,1
830,1,1,1,62.0,0,0,60,80.0,13,0,0,0,1,0
831,1,3,1,15.0,1,0,505,14.4542,0,1,1,0,0,0
832,1,2,0,0.83,1,1,348,18.75,0,2,0,0,1,0
833,0,3,0,29.69911764705882,0,0,642,7.2292,0,0,1,0,0,1
834,0,3,0,23.0,0,0,643,7.8542,0,0,0,0,1,0
835,0,3,0,18.0,0,0,644,8.3,0,0,0,0,1,0
836,1,1,1,39.0,1,1,645,83.1583,140,2,1,0,0,0
837,0,3,0,21.0,0,0,646,8.6625,0,0,0,0,1,0
838,0,3,0,29.69911764705882,0,0,647,8.05,0,0,0,0,1,1
839,1,3,0,32.0,0,0,72,56.4958,0,0,0,0,1,0
840,1,1,0,29.69911764705882,0,0,648,29.7,141,0,1,0,0,1
841,0,3,0,20.0,0,0,649,7.925,0,0,0,0,1,0
842,0,2,0,16.0,0,0,606,10.5,0,0,0,0,1,0
843,1,1,1,30.0,0,0,241,31.0,0,0,1,0,0,0
844,0,3,0,34.5,0,0,650,6.4375,0,0,1,0,0,0
845,0,3,0,17.0,0,0,651,8.6625,0,0,0,0,1,0
846,0,3,0,42.0,0,0,652,7.55,0,0,0,0,1,0
847,0,3,0,29.69911764705882,8,2,148,69.55,0,10,0,0,1,1
848,0,3,0,35.0,0,0,653,7.8958,0,0,1,0,0,0
849,0,2,0,28.0,0,1,491,33.0,0,1,0,0,1,0
850,1,1,1,29.69911764705882,1,0,383,89.1042,79,1,1,0,0,1
851,0,3,0,4.0,4,2,13,31.275,0,6,0,0,1,0
852,0,3,0,74.0,0,0,654,7.775,0,0,0,0,1,0
853,0,3,1,9.0,1,1,130,15.2458,0,2,1,0,0,0
854,1,1,1,16.0,0,1,655,39.4,142,1,0,0,1,0
855,0,2,1,44.0,1,0,223,26.0,0,1,0,0,1,0
856,1,3,1,18.0,0,1,656,9.35,0,1,0,0,1,0
857,1,1,1,45.0,1,1,283,164.8667,0,2,0,0,1,0
858,1,1,0,51.0,0,0,657,26.55,143,0,0,0,1,0
859,1,3,1,24.0,0,3,379,19.2583,0,3,1,0,0,0
860,0,3,0,29.69911764705882,0,0,658,7.2292,0,0,1,0,0,1
861,0,3,0,41.0,2,0,659,14.1083,0,2,0,0,1,0
862,0,2,0,21.0,1,0,660,11.5,0,1,0,0,1,0
863,1,1,1,48.0,0,0,661,25.9292,136,0,0,0,1,0
864,0,3,1,29.69911764705882,8,2,148,69.55,0,10,0,0,1,1
865,0,2,0,24.0,0,0,662,13.0,0,0,0,0,1,0
866,1,2,1,42.0,0,0,663,13.0,0,0,0,0,1,0
867,1,2,1,27.0,1,0,664,13.8583,0,1,1,0,0,0
868,0,1,0,31.0,0,0,665,50.4958,144,0,0,0,1,0
869,0,3,0,29.69911764705882,0,0,666,9.5,0,0,0,0,1,1
870,1,3,0,4.0,1,1,8,11.1333,0,2,0,0,1,0
871,0,3,0,26.0,0,0,667,7.8958,0,0,0,0,1,0
872,1,1,1,47.0,1,1,222,52.5542,42,2,0,0,1,0
873,0,1,0,33.0,0,0,668,5.0,115,0,0,0,1,0
874,0,3,0,47.0,0,0,669,9.0,0,0,0,0,1,0
875,1,2,1,28.0,1,0,274,24.0,0,1,1,0,0,0
876,1,3,1,15.0,0,0,670,7.225,0,0,1,0,0,0
877,0,3,0,20.0,0,0,128,9.8458,0,0,0,0,1,0
878,0,3,0,19.0,0,0,671,7.8958,0,0,0,0,1,0
879,0,3,0,29.69911764705882,0,0,672,7.8958,0,0,0,0,1,1
880,1,1,1,56.0,0,1,276,83.1583,145,1,1,0,0,0
881,1,2,1,25.0,0,1,232,26.0,0,1,0,0,1,0
882,0,3,0,33.0,0,0,673,7.8958,0,0,0,0,1,0
883,0,3,1,22.0,0,0,674,10.5167,0,0,0,0,1,0
884,0,2,0,28.0,0,0,675,10.5,0,0,0,0,1,0
885,0,3,0,25.0,0,0,676,7.05,0,0,0,0,1,0
886,0,3,1,39.0,0,5,16,29.125,0,5,0,1,0,0
887,0,2,0,27.0,0,0,677,13.0,0,0,0,0,1,0
888,1,1,1,19.0,0,0,678,30.0,146,0,0,0,1,0
889,0,3,1,29.69911764705882,1,2,614,23.45,0,3,0,0,1,1
890,1,1,0,26.0,0,0,679,30.0,147,0,1,0,0,0
891,0,3,0,32.0,0,0,680,7.75,0,0,0,1,0,0
